sid,sentence,label
276," A negative feedback system occurs in the male with rising levels of testosterone acting on the hypothalamus and anterior pituitary to inhibit the release of GnRH , FSH , and LH .
",0
277,"Newspapers and social media continue the tradition of unofficial polls , mainly because interested readers want to know how elections will end .
",0
278,"Gideon v. Wainwright , 372 U.S. 335 ( 1963 ) .
",0
279,"Usually hybrids tend to be less fit ; therefore , such reproduction diminishes over time , nudging the two species to diverge further in a process called reinforcement .
",1
280,"Since the electric field has both magnitude and direction , it is a vector .
",1
281," Foundation species are considered the “ base ” or “ bedrock ” of a community , having the greatest influence on its overall structure .
",1
282,"Often , the process begins with a single motive , such as market expansion ( on the part of a corporation ) or increased access to healthcare ( on the part of a nonprofit organization ) .
",0
283,"These adaptations include , but are not limited to : 1 ) a rotating shoulder joint , 2 ) a big toe that is widely separated from the other toes and thumbs , which are widely separated from fingers ( except humans ) , which allow for gripping branches , 3 ) stereoscopic vision , two overlapping fields of vision from the eyes , which allows for the perception of depth and gauging distance .
",1
284,"The 1965 Housing and Urban Development Act offered grants to improve city housing and subsidized rents for the poor .
",1
285," Contact forces , such as between a baseball and a bat , are explained on the small scale by the interaction of the charges in atoms and molecules in close proximity .
",1
286,"Both levels have three basic tiers consisting of trial courts , appellate courts , and finally courts of last resort , typically called supreme courts , at the top ( [ link ] ) .
",0
287," The process by which capital ages and loses value is called depreciation .
",1
288,"This was the beginning of the spoils system , in which political appointments were transformed into political patronage doled out by the president on the basis of party loyalty .
",1
289,"It is impossible to know that time has passed unless something changes .
",0
290,"Refraction
",0
291," These rules are special cases of the laws of conservation of charge and conservation of energy .
",1
292," Once a case has been placed on the docket , briefs , or short arguments explaining each party ’s view of the case , must be submitted — first by the petitioner putting forth his or her case , then by the respondent .
",0
293,"In this initial radio address to the American people , he explained what the bank examiners had been doing over the previous week .
",1
294,"In each chromosome , sequences of DNA make up genes that control or partially control a number of visible characteristics , known as traits , such as eye color , hair color , and so on .
",1
295,"In electromagnetic waves , the amplitude is the maximum field strength of the electric and magnetic fields .
",1
296,"Relative species abundance is the number of individuals in a species relative to the total number of individuals in all species within a habitat , ecosystem , or biome .
",1
